62,2019/12/06,12404641,98
127,2019/12/17,12404641,392
134,2019/12/19,12404641,2058
203,2019/12/23,12404641,85
251,2019/12/24,12404641,1239
307,2019/12/27,12404641,377
355,2019/12/30,12404641,409
390,2019/12/31,12404641,637
505,2020/01/02,12404641,490
536,2020/01/03,12404641,720
625,2020/01/06,12404641,54
610,2020/01/07,12404641,1477
706,2020/01/08,12404641,245
699,2020/01/09,12404641,294
756,2020/01/10,12404641,1002
849,2020/01/13,12404641,1384
22,2020/01/14,12404641,537
934,2020/01/15,12404641,984
1073,2020/01/16,12404641,98
295,2020/01/17,12404641,647
1145,2020/01/20,12404641,150
1248,2020/01/21,12404641,1437
1366,2020/01/23,12404641,2219
1422,2020/01/24,12404641,567
1477,2020/01/27,12404641,190
1608,2020/01/28,12404641,393
1659,2020/01/29,12404641,343
1780,2020/01/30,12404641,1722
1794,2020/01/31,12404641,538
1852,2020/02/03,12404641,232
1923,2020/02/04,12404641,3480
2009,2020/02/05,12404641,1323
502,2020/02/06,12404641,196
118,2020/02/07,12404641,645
2171,2020/02/10,12404641,153
2267,2020/02/11,12404641,95
2360,2020/02/13,12404641,14
2406,2020/02/14,12404641,938
2484,2020/02/17,12404641,141
2500,2020/02/18,12404641,2727
2557,2020/02/19,12404641,686
2670,2020/02/20,12404641,294
2688,2020/02/21,12404641,610
2757,2020/02/24,12404641,108
