58,2019/12/05,11000851,330
82,2019/12/10,11000851,220
85,2019/12/12,11000851,99
93,2019/12/13,11000851,550
125,2019/12/17,11000851,110
5,2019/12/18,11000851,110
236,2019/12/23,11000851,220
270,2019/12/24,11000851,44
301,2019/12/27,11000851,330
340,2019/12/28,11000851,33
441,2019/12/30,11000851,385
412,2019/12/31,11000851,825
461,2020/01/02,11000851,1529
601,2020/01/03,11000851,110
616,2020/01/06,11000851,434
643,2020/01/07,11000851,110
735,2020/01/08,11000851,143
737,2020/01/09,11000851,440
829,2020/01/13,11000851,440
935,2020/01/14,11000851,616
968,2020/01/15,11000851,341
1063,2020/01/16,11000851,440
1091,2020/01/17,11000851,550
1170,2020/01/20,11000851,880
1168,2020/01/21,11000851,852
1305,2020/01/22,11000851,770
1352,2020/01/23,11000851,869
1458,2020/01/24,11000851,330
1460,2020/01/25,11000851,11
1470,2020/01/27,11000851,440
1589,2020/01/28,11000851,330
1147,2020/01/29,11000851,671
1755,2020/01/30,11000851,929
1801,2020/01/31,11000851,143
1846,2020/02/03,11000851,440
1893,2020/02/04,11000851,286
67,2020/02/05,11000851,418
2050,2020/02/06,11000851,1980
33,2020/02/10,11000851,748
48,2020/02/11,11000851,682
144,2020/02/12,11000851,2200
2342,2020/02/13,11000851,341
2400,2020/02/14,11000851,467
26,2020/02/18,11000851,330
2584,2020/02/19,11000851,1309
2615,2020/02/20,11000851,1177
2726,2020/02/21,11000851,2376
2759,2020/02/24,11000851,110
