59,2019/12/05,11000858,148
84,2019/12/10,11000858,297
97,2019/12/13,11000858,159
124,2019/12/17,11000858,198
6,2019/12/18,11000858,396
135,2019/12/19,11000858,143
237,2019/12/23,11000858,445
262,2019/12/24,11000858,121
302,2019/12/27,11000858,396
443,2019/12/30,11000858,198
411,2019/12/31,11000858,830
533,2020/01/02,11000858,2876
574,2020/01/03,11000858,11
615,2020/01/06,11000858,198
725,2020/01/08,11000858,495
736,2020/01/09,11000858,99
828,2020/01/13,11000858,198
936,2020/01/14,11000858,1287
967,2020/01/15,11000858,198
1062,2020/01/16,11000858,297
1092,2020/01/17,11000858,330
1169,2020/01/20,11000858,495
1167,2020/01/21,11000858,528
1320,2020/01/22,11000858,495
1376,2020/01/23,11000858,495
1457,2020/01/24,11000858,198
1461,2020/01/25,11000858,11
1471,2020/01/27,11000858,495
1588,2020/01/28,11000858,495
1146,2020/01/29,11000858,506
1754,2020/01/30,11000858,693
1809,2020/01/31,11000858,22
1845,2020/02/03,11000858,297
1927,2020/02/04,11000858,99
66,2020/02/05,11000858,346
2049,2020/02/06,11000858,1551
34,2020/02/10,11000858,577
49,2020/02/11,11000858,814
145,2020/02/12,11000858,1754
2341,2020/02/13,11000858,297
2413,2020/02/14,11000858,297
25,2020/02/18,11000858,594
2568,2020/02/19,11000858,1237
11,2020/02/20,11000858,891
10,2020/02/21,11000858,1732
2758,2020/02/24,11000858,99
