75,2019/12/09,12320618,132
103,2019/12/16,12320618,858
188,2019/12/21,12320618,242
225,2019/12/23,12320618,528
266,2019/12/24,12320618,374
288,2019/12/27,12320618,308
342,2019/12/29,12320618,220
360,2019/12/30,12320618,990
405,2019/12/31,12320618,352
531,2020/01/01,12320618,198
475,2020/01/02,12320618,132
624,2020/01/06,12320618,132
672,2020/01/07,12320618,1430
731,2020/01/08,12320618,198
857,2020/01/13,12320618,1584
910,2020/01/14,12320618,781
990,2020/01/15,12320618,902
1055,2020/01/16,12320618,704
1119,2020/01/17,12320618,528
1158,2020/01/20,12320618,1683
1213,2020/01/21,12320618,1188
1312,2020/01/22,12320618,506
1385,2020/01/23,12320618,1188
1421,2020/01/24,12320618,396
1480,2020/01/27,12320618,2992
1574,2020/01/28,12320618,1188
1678,2020/01/29,12320618,308
1749,2020/01/30,12320618,154
1832,2020/01/31,12320618,330
1853,2020/02/03,12320618,825
1952,2020/02/04,12320618,374
1995,2020/02/05,12320618,506
2048,2020/02/06,12320618,341
2113,2020/02/07,12320618,968
2196,2020/02/10,12320618,1056
2266,2020/02/11,12320618,341
2324,2020/02/12,12320618,264
2362,2020/02/13,12320618,682
2432,2020/02/14,12320618,660
2477,2020/02/15,12320618,165
2487,2020/02/17,12320618,462
2547,2020/02/18,12320618,660
2575,2020/02/19,12320618,968
2635,2020/02/20,12320618,1254
2692,2020/02/21,12320618,462
2762,2020/02/24,12320618,264
