56,2019/12/05,12042081,252
80,2019/12/10,12042081,252
87,2019/12/12,12042081,84
96,2019/12/13,12042081,84
114,2019/12/16,12042081,126
4,2019/12/18,12042081,189
172,2019/12/21,12042081,63
238,2019/12/23,12042081,126
269,2019/12/24,12042081,147
283,2019/12/25,12042081,126
321,2019/12/27,12042081,378
338,2019/12/28,12042081,63
372,2019/12/30,12042081,315
414,2019/12/31,12042081,1092
477,2020/01/01,12042081,126
535,2020/01/02,12042081,840
598,2020/01/06,12042081,441
678,2020/01/07,12042081,105
726,2020/01/08,12042081,252
772,2020/01/09,12042081,21
46,2020/01/10,12042081,126
830,2020/01/13,12042081,252
35,2020/01/14,12042081,577
88,2020/01/15,12042081,966
1065,2020/01/16,12042081,252
1094,2020/01/17,12042081,199
1196,2020/01/20,12042081,315
1223,2020/01/21,12042081,1218
1304,2020/01/22,12042081,882
1351,2020/01/23,12042081,945
1456,2020/01/24,12042081,252
1462,2020/01/25,12042081,63
1469,2020/01/27,12042081,693
1591,2020/01/28,12042081,945
29,2020/01/29,12042081,798
1752,2020/01/30,12042081,798
1804,2020/01/31,12042081,126
1873,2020/02/03,12042081,378
1891,2020/02/04,12042081,283
111,2020/02/05,12042081,336
2054,2020/02/06,12042081,1081
37,2020/02/10,12042081,955
2291,2020/02/11,12042081,378
168,2020/02/12,12042081,651
2346,2020/02/13,12042081,756
2416,2020/02/14,12042081,262
28,2020/02/18,12042081,252
2570,2020/02/19,12042081,2184
2617,2020/02/20,12042081,714
2727,2020/02/21,12042081,3192
2761,2020/02/24,12042081,126
