51,2019/12/05,12222902,312
95,2019/12/13,12222902,288
99,2019/12/16,12222902,192
119,2019/12/17,12222902,276
140,2019/12/19,12222902,48
244,2019/12/23,12222902,48
132,2019/12/24,12222902,48
274,2019/12/25,12222902,144
16,2019/12/27,12222902,144
41,2019/12/30,12222902,336
382,2019/12/31,12222902,816
462,2020/01/01,12222902,144
455,2020/01/02,12222902,432
489,2020/01/03,12222902,96
611,2020/01/06,12222902,456
644,2020/01/07,12222902,312
714,2020/01/08,12222902,360
740,2020/01/09,12222902,420
785,2020/01/10,12222902,48
806,2020/01/13,12222902,552
941,2020/01/14,12222902,528
983,2020/01/15,12222902,600
1032,2020/01/16,12222902,720
1098,2020/01/17,12222902,456
1141,2020/01/18,12222902,48
1149,2020/01/20,12222902,240
1175,2020/01/21,12222902,552
1317,2020/01/22,12222902,336
1357,2020/01/23,12222902,504
1447,2020/01/24,12222902,240
1511,2020/01/27,12222902,540
1580,2020/01/28,12222902,384
1666,2020/01/29,12222902,552
1764,2020/01/30,12222902,312
1792,2020/01/31,12222902,264
1839,2020/02/01,12222902,48
1836,2020/02/03,12222902,984
1898,2020/02/04,12222902,960
43,2020/02/05,12222902,672
2065,2020/02/06,12222902,696
2130,2020/02/07,12222902,144
2154,2020/02/10,12222902,3696
2157,2020/02/11,12222902,888
2301,2020/02/12,12222902,1080
2345,2020/02/13,12222902,840
2429,2020/02/14,12222902,360
1124,2020/02/18,12222902,1080
2566,2020/02/19,12222902,744
435,2020/02/20,12222902,1896
2693,2020/02/21,12222902,1008
2767,2020/02/24,12222902,720
